Individual - Staff (PND.1),,
Individual/Supplier Name,,
Internal Notes,,
Invoice,ဝယ်ကုန်စာရင်း,
Invoice Amount,,
Invoice Data,,
Invoice Date,ကုန်ပို့လွှာနေ့စွဲ,
Invoice Item,,
Invoice Items,,
Is Active,Active ဖြစ်ပါတယ်,
Issued,ထုတ်ပြန်သည်,
Issuing Authority,,
Item Code,item Code ကို,
Item Name,item အမည်,
"Job title or position (e.g., ""CEO"", ""Manager"")",,
Keyboard Shortcuts,keyboard Shortcuts,
Last Used,,
Left (px),,
Link to Frappe user who owns this signature,,
Log out,,
Maximum Retention Rate (%),,
Middle Center,,
Middle Left,,
Middle Right,,
Minimum Invoice Amount for Retention,,
Month,လ,
Monthly,လစဉ်,
Monthly Details,,
Monthly Tax Entries,,
My Profile,,
My Settings,,
Naming Series,စီးရီးအမည်,
Net Pay,net က Pay ကို,
Net Payment Amount (จ่ายสุทธิ),,
None,အဘယ်သူမျှမ,
Notes,မှတ်စုများ,
Official,,
Official Seal,,
Opacity,,
Original,,
Original on First Page,,
"Original,Copy on Sequence",,
Others - Default (%),,
Outstanding Amount,ထူးချွန်ငွေပမာဏ,
Overdue,မပွေကုနျနသော,
Override Settings,,
Override Template Settings,,
Override default text (Original/Copy) with custom text,,
Overseas Entity/Individual Name,,
PND Form,,
PND Form Type (แบบ ภ.ง.ด.),,
PND1 Form,,
PND1 Form Information,,
PND1 Items,,
PND3 Form,,
PND3 Form Information,,
PND3 Items,,
PND53 Form,,
PND53 Form Information,,
PND53 Items,,
PND54 Form,,
PND54 Form Information,,
PND54 Items,,
Paid,paid,
Payment,ငွေပေးချေမှုရမည့်,
Payment Date,ငွေပေးချေသည့်နေ့ရက်,
Payment Entry,ငွေပေးချေမှုရမည့် Entry &#39;,
Payment Information,,
Pending,လာမည့်,
Phone,Phone များ,
Position,ရာထူး,
Position X,,
Position Y,,
Posting Date,Post date,
Prepared By,,
Prepared Date,,
Print Designer,,
Print Designer Integration,,
Print Designer Manager,,
Print Format,ပုံနှိပ်စီစဉ်ဖွဲ့စည်းမှုပုံစံ,
Print Format Configurations,,
Print Format Watermark Config,,
Print Manager,,
Processed by Revenue Dept,,
Provident Fund,Provident ရန်ပုံငွေ,
Purchase Invoice,ဝယ်ယူခြင်းပြေစာ,
Purchase Order,ကုန်ပစ္စည်းအမှာစာ,
Purchase Receipt,ဝယ်ယူခြင်း Receipt,
Qty,Qty,
Quotation,ကိုးကာချက်,
Rate,rate,
Ready for Submission,,
Receipt,ပွေစာ,
Received,ရရှိထားသည့်,
Registration or serial number of the stamp,,
Rejected,ပယ်ချ,
Reload,Reload ကို,
Remarks,အမှာစကား,
Remarks (หมายเหตุ),,
Report an Issue,,
Request for Quotation,စျေးနှုန်းအဘို့တောင်းဆိုခြင်း,
Require Tax ID for WHT,,
Resignation,,
Resignation Date,,
Resigned,,
Retention Payable Account,,
Retention Settings,,
Revenue Stamp,,
Right (px),,
Salary Slip,လစာစလစ်ဖြတ်ပိုင်းပုံစံ,
Sales Invoice,အရောင်းပြေစာ,
Sales Invoice ID,,
Sales Manager,အရောင်းမန်နေဂျာ,
Sales Order,အရောင်းအမှာစာ,
Sales User,အရောင်းအသုံးပြုသူတို့၏,
Sarabun,,
Section 40(1) - Salary (%),,
Section 40(2) - Fees (%),,
Section 40(3) - Royalties (%),,
Section 40(4a) - Interest (%),,
"Section 40(4b,c) - Dividends (%)",,
Section 40(5) - Rent (%),,
Select which document field this signature should populate,,
Sequence,,
Sequence number in PND1 form,,
Sequence number in PND3 form,,
Sequence number in PND53 form,,
Sequence number in PND54 form,,
Series,စီးရီး,
Session Defaults,session Defaults ကို,
Set as default signature for this user,,
Signature,လက်မှတ်,
Signature Basic Information,,
Signature Data,,
Signature Image,,
Signature Name,,
Signature Title,,
Signature Type,,
Signature Usage,,
Signatures,,
Social Security,,
Stamp Expiry,,
Stamp Image,,
Stamp Number,,
Stamp Type,,
Status,အဆင့်အတန်း,
Styling Options,,
Submission Date to Revenue Dept,,
Submission Status,,
Submitted,Submitted,
Submitted to Revenue Dept,,
Summary Totals,,
Supplier,ကုန်သွင်းသူ,
Supplier Address,ပေးသွင်းလိပ်စာ,
Supplier Branch Code (รหัสสาขา),,
Supplier Branch Name,,
Supplier Information (ผู้ถูกหักภาษี),,
Supplier Name,ပေးသွင်းအမည်,
Supplier Tax ID,,
Supplier Type Classification,,
System Manager,system Manager က,
TB-.####.,,
TB-.YYYY.-.####.,,
Tahoma,,
Target DocType,,
Target Signature Field,,
Tax Base Amount (ยอดเงินก่อน VAT),,
Tax ID,အခွန် ID ကို,
Tax ID Number,,
Tax Month,,
Tax Period (Month),,
Tax Period (Year),,
Tax Stamp,,
Tax Summary,,
Tax Withheld,,
Tax Year (พ.ศ.),,
Template Name,template အမည်,
Text Color,စာသားအရောင်,
Text Signature,,
Thai Billing,,
Thai Billing Item,,
Thai WHT Settings,,
Thai Withholding Tax Detail,,
Times New Roman,,
Title,ဘှဲ့,
To Date,ယနေ့အထိ,
Toggle Full Width,,
Toggle Theme,,
Top (px),,
Top Center,,
Top Left,,
Top Right,,
Total Amount,စုစုပေါင်းတန်ဘိုး,
Total Amount (รวมทั้งสิ้น),,
Total Amount Paid,စုစုပေါင်းငွေပမာဏ Paid,
Total Gross Amount,,
Total Gross Salary,,
Total Income Tax Deducted,,
Total Invoices,,
Total Provident Fund,,
Total Social Security,,
Total Tax Withheld,,
Total WHT Certificates,,
Totals,စုစုပေါင်း,
UOM,UOM,
Upload signature image file,,
Uploaded Image,,
Urgent,အမြန်လိုသော,
Usage Count,,
Usage Purpose,,
Use Custom Position,,
User,အသုံးပြုသူကို,
User Forum,,
Validate Tax ID Checksum,,
Verdana,Verdana,
View Website,view ဝက်ဘ်ဆိုက်,
WHT Amount (ภาษีหัก ณ ที่จ่าย),,
WHT Certificate,,
WHT Certificate Information,,
WHT Condition (เงื่อนไขการหัก),,
WHT Rate (%),,
WHT Rate (อัตราภาษี %),,
Watermark Mode,,
Watermark Settings,,
Watermark Template,,
Watermark Templates,,
Withholding Tax Certificate,,
Withholding Tax Certificates,,
Withholding Tax Details,,
Withholding Tax Details (รายละเอียดภาษีหัก ณ ที่จ่าย),,
Workflow State,အသွားအလာပြည်နယ်,
Year,ခုနှစ်,
Year Buddhist,,
จำนวนเงินที่ใช้คำนวณภาษี (ไม่รวม VAT),,
ภ.ง.ด.1ก Form Number,,
ภ.ง.ด.1ก Submission Date,,
ยอดรวมทั้งหมด (รวม VAT),,
