Sync failed: ,การซิงค์ล้มเหลว:,
System Manager,ผู้จัดการระบบ,
Tax ID,เลขประจำตัวผู้เสียภาษี,
Tax Rate (%),อัตราภาษี (%),
Tax Summary,สรุปภาษี,
Template,แบบ,
Template Error,ข้อผิดพลาดแม่แบบ,
Template Name,ชื่อแม่แบบ,
Text Color,สีของข้อความ,
Thai Billing,การเรียกเก็บเงินภาษาไทย,
Thai Tax,ภาษีไทย,
Title,หัวข้อ,
To Date,ถึงวันที่,
Toggle Full Width,สลับความกว้างเต็มหน้าจอ,
Toggle Theme,สลับธีม,
Top Center,บนกึ่งกลาง,
Top Left,บนซ้าย,
Top Right,มุมบนขวา,
Total Amount,ยอดรวม,
Total Amount Paid,จำนวนเงินที่จ่าย,
Total Gross Amount,ยอดรวมสุทธิ,
Total Invoices,ยอดรวมใบแจ้งหนี้,
Totals,รวมทั้งหมด,
Try the new Print Designer,ลองใช้โปรแกรมออกแบบการพิมพ์ใหม่,
UOM,หน่วยนับ,
Urgent,ด่วน,
User,ผู้ใช้,
Verdana,Verdana,
View Website,ดูเว็บไซต์,
WHT Rate (%),อัตรา ภาษีหัก ณ ที่จ่าย (%),
Withholding Tax Certificate,ใบรับรองภาษีหัก ณ ที่จ่าย,
Workflow State,สถานะเวิร์กโฟลว์,
Year,ปี,
