Income Type Code,,
Individual - Non-staff (PND.3),,
Individual - Staff (PND.1),,
Individual/Supplier Name,,
Internal Notes,,
Invoice,វិក័យប័ត្រ,
Invoice Amount,,
Invoice Data,,
Invoice Date,វិក័យប័ត្រកាលបរិច្ឆេទ,
Invoice Item,,
Invoice Items,,
Is Active,គឺជាសកម្ម,
Issued,ចេញផ្សាយ,
Issuing Authority,,
Item Code,ក្រមធាតុ,
Item Name,ឈ្មោះធាតុ,
"Job title or position (e.g., ""CEO"", ""Manager"")",,
Keyboard Shortcuts,ផ្លូវកាត់ក្តារចុច។,
Last Used,,
Left (px),,
Link to Frappe user who owns this signature,,
Log out,,
Maximum Retention Rate (%),,
Middle Center,,
Middle Left,,
Middle Right,,
Minimum Invoice Amount for Retention,,
Month,ខែ,
Monthly,ប្រចាំខែ,
Monthly Details,,
Monthly Tax Entries,,
My Profile,,
My Settings,,
Naming Series,ដាក់ឈ្មោះកម្រងឯកសារ,
Net Pay,ប្រាក់ចំណេញសុទ្ធ,
Net Payment Amount (จ่ายสุทธิ),,
None,គ្មាន,
Notes,កំណត់ត្រា,
Official,,
Official Seal,,
Opacity,,
Original,,
Original on First Page,,
"Original,Copy on Sequence",,
Others - Default (%),,
Outstanding Amount,ចំនួនទឹកប្រាក់ដ៏ឆ្នើម,
Overdue,ហួសកាលកំណត់,
Override Settings,,
Override Template Settings,,
Override default text (Original/Copy) with custom text,,
Overseas Entity/Individual Name,,
PND Form,,
PND Form Type (แบบ ภ.ง.ด.),,
PND1 Form,,
PND1 Form Information,,
PND1 Items,,
PND3 Form,,
PND3 Form Information,,
PND3 Items,,
PND53 Form,,
PND53 Form Information,,
PND53 Items,,
PND54 Form,,
PND54 Form Information,,
PND54 Items,,
Paid,Paid,
Payment,ការទូទាត់,
Payment Date,កាលបរិច្ឆេទការទូទាត់,
Payment Entry,ចូលការទូទាត់,
Payment Information,,
Pending,ឡុងេពល,
Phone,ទូរស័ព្ទ,
Position,ទីតាំង,
Position X,,
Position Y,,
Posting Date,ការប្រកាសកាលបរិច្ឆេទ,
Prepared By,,
Prepared Date,,
Print Designer,,
Print Designer Integration,,
Print Designer Manager,,
Print Format,ការបោះពុម្ពទ្រង់ទ្រាយ,
Print Format Configurations,,
Print Format Watermark Config,,
Print Manager,,
Processed by Revenue Dept,,
Provident Fund,មូលនិធិអ្នកផ្តល់សេវា,
Purchase Invoice,ការទិញវិក័យប័ត្រ,
Purchase Order,ការបញ្ជាទិញ,
Purchase Receipt,បង្កាន់ដៃទិញ,
Qty,Qty,
Quotation,សម្រង់,
Rate,អត្រាការប្រាក់,
Ready for Submission,,
Receipt,វិក័យប័ត្រ,
Received,ទទួលបាន,
Registration or serial number of the stamp,,
Rejected,ច្រានចោល,
Reload,ផ្ទុកឡើងវិញ,
Remarks,សុន្ទរកថា,
Remarks (หมายเหตุ),,
Report an Issue,,
Request for Quotation,សំណើរសម្រាប់សម្រង់,
Require Tax ID for WHT,,
Resignation,,
Resignation Date,,
Resigned,,
Retention Payable Account,,
Retention Settings,,
Revenue Stamp,,
Right (px),,
Salary Slip,ប្រាក់បៀវត្សគ្រូពេទ្យប្រហែលជា,
Sales Invoice,វិក័យប័ត្រលក់,
Sales Invoice ID,,
Sales Manager,ប្រធានផ្នែកលក់,
Sales Order,សណ្តាប់ធ្នាប់ការលក់,
Sales User,ការលក់របស់អ្នកប្រើប្រាស់,
Sarabun,,
Section 40(1) - Salary (%),,
Section 40(2) - Fees (%),,
Section 40(3) - Royalties (%),,
Section 40(4a) - Interest (%),,
"Section 40(4b,c) - Dividends (%)",,
Section 40(5) - Rent (%),,
Select which document field this signature should populate,,
Sequence,,
Sequence number in PND1 form,,
Sequence number in PND3 form,,
Sequence number in PND53 form,,
Sequence number in PND54 form,,
Series,កម្រងឯកសារ,
Session Defaults,លំនាំដើមវេន។,
Set as default signature for this user,,
Signature,ហត្ថលេខា,
Signature Basic Information,,
Signature Data,,
Signature Image,,
Signature Name,,
Signature Title,,
Signature Type,,
Signature Usage,,
Signatures,,
Social Security,,
Stamp Expiry,,
Stamp Image,,
Stamp Number,,
Stamp Type,,
Status,ស្ថានភាព,
Styling Options,,
Submission Date to Revenue Dept,,
Submission Status,,
Submitted,ផ្តល់ជូន,
Submitted to Revenue Dept,,
Summary Totals,,
Supplier,ក្រុមហ៊ុនផ្គត់ផ្គង់,
Supplier Address,ក្រុមហ៊ុនផ្គត់ផ្គង់អាសយដ្ឋាន,
Supplier Branch Code (รหัสสาขา),,
Supplier Branch Name,,
Supplier Information (ผู้ถูกหักภาษี),,
Supplier Name,ឈ្មោះក្រុមហ៊ុនផ្គត់ផ្គង់,
Supplier Tax ID,,
Supplier Type Classification,,
System Manager,ប្រព័ន្ធអ្នកគ្រប់គ្រង,
TB-.####.,,
TB-.YYYY.-.####.,,
Tahoma,,
Target DocType,,
Target Signature Field,,
Tax Base Amount (ยอดเงินก่อน VAT),,
Tax ID,លេខសម្គាល់ការប្រមូលពន្ធលើ,
Tax ID Number,,
Tax Month,,
Tax Period (Month),,
Tax Period (Year),,
Tax Stamp,,
Tax Summary,,
Tax Withheld,,
Tax Year (พ.ศ.),,
Template Name,ឈ្មោះពុម្ព,
Text Color,ពណ៌អត្ថបទ,
Text Signature,,
Thai Billing,,
Thai Billing Item,,
Thai WHT Settings,,
Thai Withholding Tax Detail,,
Times New Roman,,
Title,ចំណងជើង,
To Date,ដើម្បីកាលបរិច្ឆេទ,
Toggle Full Width,,
Toggle Theme,,
Top (px),,
Top Center,,
Top Left,,
Top Right,,
Total Amount,ចំនួនសរុប,
Total Amount (รวมทั้งสิ้น),,
Total Amount Paid,ចំនួនទឹកប្រាក់សរុបបង់,
Total Gross Amount,,
Total Gross Salary,,
Total Income Tax Deducted,,
Total Invoices,,
Total Provident Fund,,
Total Social Security,,
Total Tax Withheld,,
Total WHT Certificates,,
Totals,សរុប,
UOM,UOM,
Upload signature image file,,
Uploaded Image,,
Urgent,បន្ទាន់,
Usage Count,,
Usage Purpose,,
Use Custom Position,,
User,អ្នកប្រើ,
User Forum,,
Validate Tax ID Checksum,,
Verdana,Verdana,
View Website,មើលគេហទំព័រ,
WHT Amount (ภาษีหัก ณ ที่จ่าย),,
WHT Certificate,,
WHT Certificate Information,,
WHT Condition (เงื่อนไขการหัก),,
WHT Rate (%),,
WHT Rate (อัตราภาษี %),,
Watermark Mode,,
Watermark Settings,,
Watermark Template,,
Watermark Templates,,
Withholding Tax Certificate,,
Withholding Tax Certificates,,
Withholding Tax Details,,
Withholding Tax Details (รายละเอียดภาษีหัก ณ ที่จ่าย),,
Workflow State,រដ្ឋលំហូរការងារ,
Year,កាលពីឆ្នាំ,
Year Buddhist,,
จำนวนเงินที่ใช้คำนวณภาษี (ไม่รวม VAT),,
ภ.ง.ด.1ก Form Number,,
ภ.ง.ด.1ก Submission Date,,
ยอดรวมทั้งหมด (รวม VAT),,
