Last Used,,
Left (px),,
Link to Frappe user who owns this signature,,
Log out,,
Maximum Retention Rate (%),,
Middle Center,,
Middle Left,,
Middle Right,,
Minimum Invoice Amount for Retention,,
Month,Tháng,
Monthly,Hàng tháng,
Monthly Details,,
Monthly Tax Entries,,
My Profile,,
My Settings,,
Naming Series,Đặt tên series,
Net Pay,Tiền thực phải trả,
Net Payment Amount (จ่ายสุทธิ),,
None,không ai,
Notes,Ghi chú:,
Official,,
Official Seal,,
Opacity,,
Original,,
Original on First Page,,
"Original,Copy on Sequence",,
Others - Default (%),,
Outstanding Amount,Số tiền nợ,
Overdue,Quá hạn,
Override Settings,,
Override Template Settings,,
Override default text (Original/Copy) with custom text,,
Overseas Entity/Individual Name,,
PND Form,,
PND Form Type (แบบ ภ.ง.ด.),,
PND1 Form,,
PND1 Form Information,,
PND1 Items,,
PND3 Form,,
PND3 Form Information,,
PND3 Items,,
PND53 Form,,
PND53 Form Information,,
PND53 Items,,
PND54 Form,,
PND54 Form Information,,
PND54 Items,,
Paid,Đã trả,
Payment,Thanh toán,
Payment Date,Ngày thanh toán,
Payment Entry,Bút toán thanh toán,
Payment Information,,
Pending,Chờ,
Phone,Chuyển tệp,
Position,Chức vụ,
Position X,,
Position Y,,
Posting Date,Ngày đăng,
Prepared By,,
Prepared Date,,
Print Designer,,
Print Designer Integration,,
Print Designer Manager,,
Print Format,Định dạng in,
Print Format Configurations,,
Print Format Watermark Config,,
Print Manager,,
Processed by Revenue Dept,,
Provident Fund,quỹ tiết kiệm,
Purchase Invoice,Hóa đơn mua hàng,
Purchase Order,Mua hàng,
Purchase Receipt,Biên lai nhận hàng,
Qty,Số lượng,
Quotation,Báo giá,
Rate,Đơn giá,
Ready for Submission,,
Receipt,Phiếu nhận,
Received,Nhận được,
Registration or serial number of the stamp,,
Rejected,Bị từ chối,
Reload,Nạp lại,
Remarks,Ghi chú,
Remarks (หมายเหตุ),,
Report an Issue,,
Request for Quotation,Yêu cầu báo giá,
Require Tax ID for WHT,,
Resignation,,
Resignation Date,,
Resigned,,
Retention Payable Account,,
Retention Settings,,
Revenue Stamp,,
Right (px),,
Salary Slip,phiếu lương,
Sales Invoice,Hóa đơn bán hàng,
Sales Invoice ID,,
Sales Manager,Quản lý bán hàng,
Sales Order,Đơn đặt hàng,
Sales User,Bán tài khoản,
Sarabun,,
Section 40(1) - Salary (%),,
Section 40(2) - Fees (%),,
Section 40(3) - Royalties (%),,
Section 40(4a) - Interest (%),,
"Section 40(4b,c) - Dividends (%)",,
Section 40(5) - Rent (%),,
Select which document field this signature should populate,,
Sequence,,
Sequence number in PND1 form,,
Sequence number in PND3 form,,
Sequence number in PND53 form,,
Sequence number in PND54 form,,
Series,Series,
Session Defaults,Mặc định phiên,
Set as default signature for this user,,
Signature,Chữ ký,
Signature Basic Information,,
Signature Data,,
Signature Image,,
Signature Name,,
Signature Title,,
Signature Type,,
Signature Usage,,
Signatures,,
Social Security,,
Stamp Expiry,,
Stamp Image,,
Stamp Number,,
Stamp Type,,
Status,Trạng thái,
Styling Options,,
Submission Date to Revenue Dept,,
Submission Status,,
Submitted,Đã lần gửi,
Submitted to Revenue Dept,,
Summary Totals,,
Supplier,Nhà cung cấp,
Supplier Address,Địa chỉ nhà cung cấp,
Supplier Branch Code (รหัสสาขา),,
Supplier Branch Name,,
Supplier Information (ผู้ถูกหักภาษี),,
Supplier Name,Tên nhà cung cấp,
Supplier Tax ID,,
Supplier Type Classification,,
System Manager,Hệ thống quản lý,
TB-.####.,,
TB-.YYYY.-.####.,,
Tahoma,,
Target DocType,,
Target Signature Field,,
Tax Base Amount (ยอดเงินก่อน VAT),,
Tax ID,Mã số thuế,
Tax ID Number,,
Tax Month,,
Tax Period (Month),,
Tax Period (Year),,
Tax Stamp,,
Tax Summary,,
Tax Withheld,,
Tax Year (พ.ศ.),,
Template Name,Tên mẫu,
Text Color,Màu văn bản,
Text Signature,,
Thai Billing,,
Thai Billing Item,,
Thai WHT Settings,,
Thai Withholding Tax Detail,,
Times New Roman,,
Title,Tiêu đề,
To Date,Đến ngày,
Toggle Full Width,,
Toggle Theme,,
Top (px),,
Top Center,,
Top Left,,
Top Right,,
Total Amount,Tổng số,
Total Amount (รวมทั้งสิ้น),,
Total Amount Paid,Tổng số tiền thanh toán,
Total Gross Amount,,
Total Gross Salary,,
Total Income Tax Deducted,,
Total Invoices,,
Total Provident Fund,,
Total Social Security,,
Total Tax Withheld,,
Total WHT Certificates,,
Totals,{0}{/0}{1}{/1} {2}{/2}Tổng giá trị,
UOM,Đơn vị đo lường,
Upload signature image file,,
Uploaded Image,,
Urgent,Khẩn cấp,
Usage Count,,
Usage Purpose,,
Use Custom Position,,
User,Người dùng,
User Forum,,
Validate Tax ID Checksum,,
Verdana,Verdana,
View Website,Xem trang web,
WHT Amount (ภาษีหัก ณ ที่จ่าย),,
WHT Certificate,,
WHT Certificate Information,,
WHT Condition (เงื่อนไขการหัก),,
WHT Rate (%),,
WHT Rate (อัตราภาษี %),,
Watermark Mode,,
Watermark Settings,,
Watermark Template,,
Watermark Templates,,
Withholding Tax Certificate,,
Withholding Tax Certificates,,
Withholding Tax Details,,
Withholding Tax Details (รายละเอียดภาษีหัก ณ ที่จ่าย),,
Workflow State,Công việc nhà nước,
Year,Năm,
Year Buddhist,,
จำนวนเงินที่ใช้คำนวณภาษี (ไม่รวม VAT),,
ภ.ง.ด.1ก Form Number,,
ภ.ง.ด.1ก Submission Date,,
ยอดรวมทั้งหมด (รวม VAT),,
